id,titulo,duracao,ano,artista_id,genero_id
40695,Ride the Lightning (717 Tapes),186,2021,14732,8
40696,Dear Miss,189,2025,83,8
40697,Old Enough To Know Better,220,1995,14996,8
40698,Loud and Heavy (Unplugged),214,2021,14997,8
40699,What Mattered Most,221,1995,14981,8
40700,What Am I Gonna Do,181,2023,328,8
40701,Then,321,2009,357,8
40702,Coal,194,2023,14998,8
40703,All These Years,201,1992,14941,8
40704,1995 (Morning Tapes Version),194,2020,1485,8
40705,"I Like It, I Love It",206,1995,944,8
40706,Thank God for You,198,1993,14941,8
40707,That Ain't My Truck,243,1995,14989,8
40708,1995,215,2023,14995,8
40709,Ride the Lightning,214,2021,14732,8
40710,Not On Your Love,202,1995,14999,8
40711,Mary's Song (Oh My My My),213,2006,152,8
40712,Safe In the Arms of Love,193,1995,1069,8
40713,Going Out Like That,222,2015,1803,8
40714,Up,183,2021,3351,8
40715,Cast No Stones (Unplugged),306,2021,14997,8
40716,Cafe On the Corner,204,1992,14941,8
40717,Could I Have This Dance,196,1992,1147,8
40718,Ride the Lightning (717 Tapes),186,2021,14732,8
40719,I Didn't Know My Own Strength,198,1995,15000,8
40720,The Boys & Me,204,1995,14941,8
40721,1995,209,2013,14994,8
40722,This Time,162,1995,14941,8
40723,I Let Her Lie,178,1995,3909,8
40724,Rock and Roll (Unplugged),228,2021,14997,8
40725,"Tall, Tall Trees",148,1995,1730,8
40726,Corpus Christi Bay,237,1993,15001,8
40727,Mi Vida Loca (My Crazy Life),171,1994,14960,8
40728,"Took A Walk (from ""The Long Walk"")",240,2025,15002,8
40729,Darned If I Don't (Danged If I Don't),149,1995,15003,8
40730,Boys for Life (717 Tapes),171,2021,14732,8
40731,Hush Little Baby (Acoustic),174,2023,15004,8
40732,Blackbird,141,2002,1794,8
40733,Stand By Me (Live at The Print Shop),247,2024,15005,8
40734,Love of My Life,262,1997,1796,8
40735,I'm To Blame,138,2015,15006,8
40736,The Road Goes On Forever,303,1989,15001,8
40737,Somebody To Love,194,2015,3074,8
40738,Trouble On the Line,152,1992,14941,8
40739,Back In Your Arms Again,224,1995,15000,8
40740,I'll Be Here for You,245,1998,15001,8
40741,1995(For Daddy),236,2024,15007,8
40742,Thinkin' About You,203,1995,3591,8
40743,Cuckoo,268,2023,15005,8
40744,Damn Darlin',199,2022,14761,8
40745,Year to Be Young 1994,200,2020,15005,8
40746,Feeling Good Again,195,2006,15001,8
40747,When You Love Someone Like That,279,2007,15008,8
40748,Whisper My Name,188,1994,2066,8
40749,Pickup Man,216,1994,1413,8
40750,Lights Come On,194,2016,3058,8
40751,Tattoos on This Town,202,2010,3058,8
40752,We Back,197,2019,3058,8
40753,They Don't Know,195,2016,3058,8
40754,The Only Way I Know (with Luke Bryan and Eric Church),193,2012,3058,8
40755,Third Rock from the Sun,185,1994,1413,8
40756,Don't You Wanna Stay (with Kelly Clarkson),259,2010,3058,8
40757,Find out Who Your Friends Are (feat. Tim McGraw & Kenny Chesney),225,2007,14842,8
40758,Ride All Night,176,2018,3058,8
40759,I See It Now,214,1994,14842,8
40760,Crazy Town,183,2009,3058,8
40761,Whiskey Drink,190,2023,3058,8
40762,Gonna Know We Were Here,224,2014,3058,8
40763,Friends Like That (feat. Jason Aldean),186,2024,15009,8
40764,A Little More Summertime,219,2016,3058,8
40765,Let Your Boys Be Country,196,2023,3058,8
40766,Love Me Or Don’t,193,2018,3058,8
40767,Be Careful What You Wish For,175,2017,1063,8
40768,Too Fast,202,2014,3058,8
40769,Alibis,182,1993,14842,8
40770,Dazed and Confused,388,1969,371,8
40771,Pickup Man,216,1994,1413,8
40772,Staring at the Sun,196,2012,3058,8
40773,Livin' On Love,228,1994,1730,8
40774,Drivin’ Around Song (feat. Jason Aldean),220,2012,9691,8
40775,That’s What Tequila Does,189,2021,3058,8
40776,Better At Being Who I Am,199,2018,3058,8
40777,Alibis,182,1993,14842,8
40778,Damn Good Friends (with Jason Aldean) [Duet with Jason Aldean],186,2015,14823,8
40779,Gettin’ Warmed Up,175,2018,3058,8
40780,Tryin' to Love Me,225,2014,3058,8
40781,Blacktop Gone,206,2018,3058,8
40782,Johnny Cash,190,2007,3058,8
40783,Okie from Muskogee (Down Every Road Version),164,1996,14357,8
40784,Rolex® On A Redneck (feat. Jason Aldean),179,2022,191,8
40785,If the Good Die Young,146,1993,14842,8
40786,Two Night Town,200,2014,3058,8
40787,See You When I See You,228,2010,3058,8
40788,Shut Up and Kiss Me,220,1994,1795,8
40789,Wonder Woman,240,2018,3074,8
40790,Be Careful What You Wish For,175,2017,1063,8
40791,Country Boy's World,246,2010,3058,8
40792,Just Passing Through,200,2010,3058,8
40793,What Is and What Should Never Be,286,1969,371,8
40794,Like You Were Mine,192,2018,3058,8
40795,You Make It Easy (Remix),187,2018,3058,8
40796,Dirt We Were Raised On,216,2019,3058,8
40797,Set It Off,170,2018,3058,8
40798,Reason to Love L.A.,202,2016,3058,8
40799,I Don't Drink Anymore,182,2019,3058,8
40800,Texas Tornado,210,1994,14842,8
40801,Dirt Road Anthem,229,2010,3058,8
40802,If I Didn’t Love You,212,2021,14801,8
40803,I Don't Need Your Rockin' Chair (Special Guests Version),168,1992,15010,8
40804,Sticks and Stones,216,1991,14842,8
40805,John Deere Green (feat. Morgan Wallen & Hardy),267,2023,15011,8
40806,Whiskey'd Up,191,2016,3058,8
40807,I Saw Mommy Kissing Santa Claus,164,2020,2466,8
40808,God Made Airplanes,219,2022,3058,8
40809,How Far Does A Goodbye Go,235,2025,3058,8
40810,Water Tower,220,2012,3058,8
40811,Dirt Road Anthem (Remix) [feat. Ludacris],232,2011,3058,8
40812,Pickup Man (feat. Post Malone),216,2023,15011,8
40813,Redneck Tendencies (feat. Trace Adkins & Joe Diffie),172,2019,14881,8
40814,1994,248,2013,15012,8
40815,Asphalt Cowboy,242,2005,3058,8
40816,1994,183,2023,15013,8
40817,Dazed and Confused,388,1969,371,8
40818,1994,312,2019,15014,8
40819,Lights Come On,194,2016,3058,8
40820,My Weakness,235,2022,3058,8
40821,Live Forever,184,2018,2479,8
40822,Without You,212,1999,914,8
40823,Find out Who Your Friends Are,227,2006,14842,8
40824,Mind On You,177,2021,15015,8
40825,The Battle of Evermore,351,1971,371,8
40826,What They Make Backroads For (feat. Tracy Lawrence & Jake Owen),198,2019,14881,8
40827,Prop Me Up Beside the Jukebox (If I Die),226,1993,1413,8
40828,Sticks and Stones,218,1991,14842,8
40829,Midnight and Missin’ You,187,2022,3058,8
40830,I See It Now,216,1994,14842,8
40831,Prop Me Up Beside the Jukebox (If I Die),226,1993,1413,8
40832,Fast,254,2009,3058,8
40833,Callin' Baton Rouge,156,2024,15016,8
40834,Heaven,251,2021,3058,8
40835,If I Could Make a Living,133,1994,3803,8
40836,Get Away From You,200,2023,3058,8
40837,Paint Me a Birmingham,228,2003,14842,8
40838,Year to Be Young 1994 (Acoustic),255,2025,15005,8
40839,If the World Had a Front Porch,185,1994,14842,8
40840,Texas Tornado,204,1994,14842,8
40841,If Tomorrow Never Comes (Live),244,2006,15017,8
40842,Low,276,1993,15018,8
40843,Ain't That Lonely Yet,201,1993,1786,8
40844,Please Don't Go,181,2022,15019,8
40845,Blame It On Your Heart,213,1993,1785,8
40846,Please Don't Go,181,2022,15019,8
40847,Lyin' Eyes,381,1975,342,8
40848,"Lord, I Hope This Day Is Good",249,1980,15020,8
40849,The Night the Lights Went Out in Georgia,257,1991,1803,8
40850,Almost Goodbye,250,1993,3624,8
40851,Peaceful Easy Feeling,257,1972,342,8
40852,Good Times Bad Times,166,1969,371,8
40853,Good Times Bad Times,166,1969,371,8
40854,She Don't Know She's Beautiful,174,1993,1796,8
40855,Achy Breaky Heart,203,1992,14548,8
40856,Can't Break It to My Heart,173,1993,14842,8
40857,Queen of My Double Wide Trailer,210,1993,1796,8
40858,Can't Help Falling in Love,168,2022,3074,8
40859,Ladies In The '90s,225,2018,14743,8
40860,What's It to You,168,1993,3803,8
40861,Every Little Thing,181,2017,14756,8
40862,Sunshine of Your Love,250,1967,1030,8
40863,I Love You (Single Version),172,1999,1069,8
40864,He Ain't Worth Missing,184,1993,13958,8
40865,"Romeo (with Billy Ray Cyrus, Tanya Tucker, Mary Chapin Carpenter, Kathy Mattea & Pam Tillis)",214,1993,2466,8
40866,Turn Down The Lights,207,2025,15021,8
40867,That's the Way Love Goes,182,1983,14456,8
40868,We Were Cowboys,219,2022,15022,8
40869,If the World Had a Front Porch,185,1974,14842,8
40870,What’s Up (What’s Going On),231,2022,14782,8
40871,She Used to Be Mine,235,1993,1729,8
40872,If I Needed You,215,1981,15023,8
40873,Stars Over Texas,214,1996,14842,8
40874,"Better Man, Better Off",216,1997,14842,8
40875,If I Don't Make It Back,244,2005,14842,8
40876,Home (feat. Michael Bublé),228,2011,364,8
40877,It Sure Is Monday,177,1993,3624,8
40878,Lessons Learned,177,1999,14842,8
40879,Merry Christmas Baby,272,1992,15024,8
40880,My Baby Loves Me,157,1993,1069,8
40881,Have Yourself a Merry Little Christmas,229,2020,389,8
40882,Let It Snow,122,2012,14798,8
40883,John Deere Green,267,2023,15025,8
40884,As Any Fool Can See,183,1994,14842,8
40885,Can't Break It to My Heart,174,1993,14842,8
40886,I Want My Mullet Back,198,2017,14548,8
40887,Every Little Thing,194,1993,15026,8
40888,Tell Me Why,228,1993,15027,8
40889,The Night the Lights Went Out In Georgia,255,1991,1803,8
40890,Is That a Tear,198,1996,14842,8
40891,All I Want for Christmas Is You,178,2020,2938,8
40892,Somebody Paints the Wall,197,1991,14842,8
40893,The Road Goes On Forever,305,1989,15001,8
40894,I Want To Be Loved Like That,242,1993,15003,8
40895,Merry Christmas From The Family (Live),235,1996,15001,8
40896,How a Cowgirl Says Goodbye,210,1997,14842,8
40897,All I Want for Christmas Is You,227,1990,15028,8
40898,Green,191,2016,364,8
40899,That's the Way Love Goes,181,1984,15029,8
40900,If the Good Die Young,147,1993,14842,8
40901,Feelin' Good Again,196,1998,15001,8
40902,Find Out Who Your Friends Are,226,2013,15030,8
40903,Back to Tennessee,255,2009,14548,8
40904,Have Yourself a Merry Little Christmas,151,2013,410,8
40905,If The World Had a Front Porch (feat. Luke Combs),181,2017,14842,8
40906,When My Ship Comes In,215,1993,14977,8
40907,The Most Beautiful Girl,161,1973,15031,8
40908,Lonely 101,209,2021,14842,8
40909,Pocketful of 90's Country,218,2023,14871,8
40910,"Renegades, Rebels and Rogues",157,1994,14842,8
40911,That's the Way Love Goes,181,1983,14456,8
40912,Good Times Bad Times,166,1969,371,8
40913,Have Yourself a Merry Little Christmas,178,2002,1730,8
40914,Today's Lonely Fool,229,2007,14842,8
40915,Chain Breaker,208,2017,15032,8
40916,I Loved Her First (feat. Tracy Lawrence),214,2006,14883,8
40917,The Night The Lights Went Out In Georgia,256,2025,15033,8
40918,Daddy's Little Girl,189,2016,15034,8
40919,Beach Boys (feat. Mike Love & Bruce Johnston),183,2022,14833,8
40920,The Front Porch Song,220,1984,15001,8
40921,Some Gave All,245,1992,14548,8
40922,Have Yourself A Merry Little Christmas,274,2021,15035,8
40923,Somebody Paints the Wall,195,1991,14842,8
40924,Sold (The Grundy County Auction Incident),153,1995,14891,8
40925,I Love the Way You Love Me,242,1992,14891,8
40926,Half the Man,202,2020,15036,8
40927,1992,178,2022,15036,8
40928,1992,279,2022,15037,8
40929,1992,228,2017,15038,8
40930,1992 (Radio Edit),133,2020,15039,8
40931,Be My Baby Tonight,172,1994,14891,8
40932,I Love the Way You Love Me,242,1992,14891,8
40933,I Can Love You Like That,233,1995,14891,8
40934,I Swear,262,1994,14891,8
40935,Rope the Moon,247,1994,14891,8
40936,1992,279,2022,15037,8
40937,The Little Girl (feat. Alison Krauss & Dan Tyminski),231,2000,14891,8
40938,In the Country (1992 Remaster),166,2024,1029,8
40939,Angel In My Eyes,211,1995,14891,8
40940,Beer and Bones,218,1992,14891,8
40941,18,174,2022,15036,8
40942,First Time for Everything,241,1992,14947,8
40943,You and Forever and Me,222,1992,14947,8
40944,I'd Rather Miss You,235,1992,14947,8
40945,Peaceful Easy Feeling,258,1993,14947,8
40946,You and Forever and Me,222,1992,14947,8
40947,Cover You In Kisses,236,1998,14891,8
40948,It's a Little Too Late,159,1992,1699,8
40949,Long as I Live,255,1995,14891,8
40950,Home to You,209,1999,14891,8
40951,No Man's Land,183,1995,14891,8
40952,Down to My Last Teardrop,209,1991,1699,8
40953,Walk Away Renee,287,1992,1717,8
40954,Hold On to Me,251,1998,14891,8
40955,Some Guys Have All the Love,173,1991,14947,8
40956,I Miss You a Little,253,1996,14891,8
40957,The Big Country,332,1978,1669,8
40958,Half the Man (Reimagined),196,2022,15036,8
40959,Some Kind of Trouble,232,1991,1699,8
40960,Moonshiner,263,1990,1676,8
40961,Sandusky,223,1992,1676,8
40962,Oh What It Did to Me,211,1990,1699,8
40963,Friends,234,1996,14891,8
40964,Heart's Done Breakin',176,2022,15036,8
40965,I'd Rather Miss You,235,1992,14947,8
40966,Cowboy Love,194,1995,14891,8
40967,Walking Shoes,159,1990,1699,8
40968,If You've Got Love,235,1994,14891,8
40969,Coalminers,153,1992,1676,8
40970,Fatal Wound,249,1990,1676,8
40971,If Your Heart Ain't Busy Tonight,183,1991,1699,8
40972,How Was I to Know,256,1996,14891,8
40973,Wait Up,129,1992,1676,8
40974,Going Home,305,1995,1717,8
40975,Country Crazy,225,1995,14947,8
40976,Beer and Bones,218,1992,14891,8
40977,Desperate Men Do Desperate Things,267,2010,1717,8
40978,Shaky Ground,169,1992,1676,8
40979,"Satan, Your Kingdom Must Come Down",113,1992,1676,8
40980,Atomic Power,112,1992,1676,8
40981,How It Must Remain,236,2010,1717,8
40982,Wait Up,129,1992,1676,8
40983,I Wish My Baby Was Born,98,1992,1676,8
40984,Criminals,140,1992,1676,8
40985,I Swear,262,1994,14891,8
40986,It Won't Be Me,176,1990,1699,8
40987,Criminals,140,1992,1676,8
40988,Lilli Schull,315,1992,1676,8
40989,Wipe the Clock,156,1992,1676,8
40990,Be My Baby Tonight,172,1994,14891,8
40991,On a Bus To St. Cloud,348,2010,1717,8
40992,Coalminers,153,1992,1676,8
40993,Black Eye,139,1990,1676,8
40994,Sold (The Grundy County Auction Incident),153,1995,14891,8
40995,Burned Out,164,2022,15036,8
40996,Warfare,218,1992,1676,8
40997,I Can Love You Like That,233,1995,14891,8
40998,A Great Memory,203,1992,14891,8
40999,Line On Love,157,1992,14891,8
41000,Sweetheart Like You,288,1995,1717,8
41001,Atomic Power,112,1992,1676,8
41002,1992,154,2023,15040,8
41003,1992,250,2007,15041,8
41004,Take My Word (B Side),123,1992,1676,8
41005,Into Your Life,302,1996,1717,8
41006,Buffalo Return To the Plains,248,1995,1717,8
41007,Who'll Stop The Rain (Live),186,2011,15042,8
41008,Grindstone,196,1990,1676,8
41009,"Pork Roll, Egg and Cheese (Live)",205,2008,15043,8
41010,When It Starts To Rain,245,1992,1717,8
41011,Rope the Moon,247,1994,14891,8
41012,Nickels and Dimes and Love,174,1992,14891,8
41013,I Wanna Be Your Dog (1991 Longview Farm Acoustic Demo),229,1992,1676,8
41014,Shaky Ground,169,1992,1676,8
41015,When I See You Again,252,1993,1717,8
41016,Everytime I Fall (It Breaks Her Heart),185,1992,14891,8
41017,WWJD,202,2022,15036,8
41018,Moonshiner (Live 1/24/1993),304,1992,1676,8
41019,1992,222,2024,15044,8
41020,Taking Off the Edge,197,1992,14891,8
41021,Even Then,229,2000,14891,8
41022,Burden to Bear,219,1995,1717,8
41023,Ain't Got Nothing On Us,168,1996,14891,8
41024,The Little Girl (feat. Alison Krauss & Dan Tyminski),231,2000,14891,8
41025,"Satan, Your Kingdom Must Come Down",113,1992,1676,8
41026,Measuring Words,262,2010,1717,8
41027,Dream On Texas Ladies,190,1992,14891,8
41028,Ain't Got Nothing On Us,168,1996,14891,8
41029,When Your Baby Ain't Around,196,1992,14891,8
41030,Wipe the Clock,156,1992,1676,8
41031,Lilli Schull,315,1992,1676,8
41032,Warfare,218,1992,1676,8
41033,Austin After Midnight,255,1993,1717,8
41034,Grindstone (1991 Longview Farm Acoustic Demo),237,1992,1676,8
41035,Rock And Roll Music To the World,213,2001,1717,8
41036,I Wanna Be Your Dog (1991 Longview Farm Acoustic Demo),229,1992,1676,8
41037,I Wish My Baby Was Born,98,1992,1676,8
41038,Southern Grace,342,1993,14947,8
41039,Atomic Power (1991 Longview Farm Acoustic Demo),95,1992,1676,8
41040,All In My Heart,227,1994,14891,8
41041,Cloud 8,229,1996,14891,8
41042,Hello L-O-V-E,147,1999,14891,8
41043,Long as I Live,255,1995,14891,8
41044,Fatal Wound,249,1990,1676,8
41045,Cover You In Kisses,236,1998,14891,8
41046,My Town,261,1993,14947,8
41047,If You've Got Love,235,1994,14891,8
41048,How Was I to Know,256,1996,14891,8
41049,The Walton's (Theme) [1991 Longview Farm Acoustic Demo],73,1992,1676,8
41050,Friends,234,1996,14891,8
41051,Forget About Forgetting You,189,1993,14947,8
41052,Love Working On You,240,1998,14891,8
41053,That's What I Like About You,185,2000,14891,8
41054,Cowboy Love,194,1995,14891,8
41055,Hold On to Me,251,1998,14891,8
41056,No Man's Land,183,1995,14891,8
41057,Moonshiner (Live 1/24/1993),305,1992,1676,8
41058,High School Heart,195,1995,14891,8
41059,Heaven Sent Me You,217,1995,14891,8
41060,Home to You,209,1999,14891,8
41061,Live Forever (Live),239,2007,15045,8
41062,Friday at Five,184,1994,14891,8
41063,Girl from the North Country (Live 10/16/1992),312,1993,377,8
41064,Full Time Love,173,1994,14891,8
41065,Oh How She Shines,196,1994,14891,8
41066,I Miss You a Little,253,1996,14891,8
41067,Take My Word (B Side),123,1992,1676,8
41068,Kick It Up,198,1994,14891,8
41069,You Are,203,1999,14891,8
41070,She Don't Need a Band to Dance,202,1994,14891,8
41071,Nothing Catches Jesus By Surprise,213,1999,14891,8
41072,Only Thing I'm Sure Of,205,1993,14947,8
41073,I Never Stopped Lovin' You,240,1998,14891,8
41074,I Don't Want This Song to End,286,1998,14891,8
41075,This One's Gonna Leave a Mark,229,1998,14891,8
41076,Love and Learn,233,1993,14947,8
41077,Even Then,229,2000,14891,8
41078,Holdin' On to Something,178,1995,14891,8
41079,Grindstone (1991 Longview Farm Acoustic Demo),237,1992,1676,8
41080,What I Do the Best,198,1996,14891,8
41081,It's What I Am,179,1995,14891,8
41082,Cloud 8,229,1996,14891,8
41083,Just Like a Rodeo,190,1995,14891,8
41084,Hello L-O-V-E,147,1999,14891,8
41085,Southern Grace,342,1993,14947,8
41086,I Can Prove You Wrong,239,1996,14891,8
41087,Achy Breaky Heart,206,1992,14548,8
41088,A Few Cents Short,204,1996,14891,8
41089,Little Cowboy's Cry,293,1998,14891,8
41090,Brand New Me,215,2000,14891,8
41091,Amie (Remastered  January 1992),259,1972,15046,8
41092,I Couldn't Dream,266,1998,14891,8
41093,Moonshine and Indian Blood (Live),204,2007,15045,8
41094,Atomic Power (1991 Longview Farm Acoustic Demo),95,1992,1676,8
41095,Paint the Town Redneck,158,1996,14891,8
41096,Love Working On You,240,1998,14891,8
41097,The Walton's (Theme) [1991 Longview Farm Acoustic Demo],74,1992,1676,8
41098,Here's a Quarter (Call Someone Who Cares),152,1991,1151,8
41099,1991,216,2021,15047,8
41100,1991,216,2021,15047,8
41101,1991 (Single Version),221,2023,15047,8
41102,Meet In the Middle,198,1991,15048,8
41103,1991,215,2020,15049,8
41104,1991,215,2020,15049,8
41105,Small Town Saturday Night,177,1991,15050,8
41106,Can't Find My Way Home,196,1969,15051,8
41107,Georgia Rain,311,2005,3591,8
41108,1991,274,2014,15052,8
41109,Rockin' Around the Christmas Tree (Re-Recorded Version),126,1991,9965,8
41110,Old School,193,2021,13958,8
41111,1991,216,2021,15047,8
41112,Help You Remember,231,2025,3058,8
41113,I See It Now,214,1994,14842,8
41114,If the World Had a Front Porch,185,1974,14842,8
41115,As Any Fool Can See,183,1994,14842,8
41116,Ring Of Fire (1988 Version),165,1963,913,8
41117,Alibis,182,1993,14842,8
41118,Castles in the Sky,179,2025,15053,8
41119,I Got Stripes (1988 Version),121,1959,913,8
41120,Sticks and Stones,218,1991,14842,8
41121,Can't Break It to My Heart,216,1993,14842,8
41122,Texas Tornado,204,1994,14842,8
41123,The Battle for Peace (Star Trek - The Undiscovered Country 1991),200,2009,15054,8
41124,Assassination (Star Trek - The Undiscovered Country 1991),252,2009,15054,8
41125,Tennessee Flat Top Box (1988 Version),188,1961,913,8
41126,Five Feet High And Rising (1988 Version),106,1959,913,8
41127,Time Marches On,185,1996,14842,8
41128,Wanted Man,172,1991,913,8
41129,Today's Lonely Fool,231,1991,14842,8
41130,The Thunder Rolls (Originally Performed by Garth Brooks) [Karaoke Version],205,2013,14957,8
41131,Somebody Paints the Wall,197,1991,14842,8
41132,"Fishin' In the Dark (Live at The Red Deer Fine Arts Center, Canada, 1991)",206,2013,14299,8
41133,Runnin' Behind,174,1991,14842,8
41134,I'd Give Anything to Be Your Everything,226,1994,14842,8
41135,If the Good Die Young,147,1993,14842,8
41136,I Walk The Line (1988 Version),155,1955,913,8
41137,Is That a Tear,198,1996,14842,8
41138,I Hit the Ground Crawlin',176,1997,14842,8
41139,"Mary, Did You Know?",266,2020,2466,8
41140,Stars Over Texas,214,1996,14842,8
41141,Better Man Better Off,215,1997,14842,8
41142,April's Fool,233,1991,14842,8
41143,Dancin' to Sweet 17,193,1991,14842,8
41144,Don't Talk to Me That Way,229,1993,14842,8
41145,The Cards,232,1994,14842,8
41146,I Threw the Rest Away,210,1993,14842,8
41147,Have Yourself a Merry Little Christmas (Re-Recorded Version),227,1991,9965,8
41148,Alibis (Acoustic Live Version),212,1995,14842,8
41149,Between Us,203,1991,14842,8
41150,I Got a Feelin',172,1994,14842,8
41151,Lessons Learned,177,2000,14842,8
41152,We Don't Love Here Anymore,188,1993,14842,8
41153,Crying Ain't Dying,194,1993,14842,8
41154,How a Cowgirl Says Goodbye,212,1997,14842,8
41155,My Second Home,167,1993,14842,8
41156,Guilt Trip,208,1994,14842,8
41157,1991,201,2025,15055,8
41158,Get Rhythm (1988 Version),153,1969,913,8
41159,The Coast Is Clear,237,1997,14842,8
41160,I Know That Hurt By Heart,204,1996,14842,8
41161,Back to Back,194,1993,14842,8
41162,"Paris, Tennessee",143,1991,14842,8
41163,God Made Woman On a Good Day,196,1994,14842,8
41164,As Lonesome as It Gets,208,1997,14842,8
41165,Froze Over,214,1991,14842,8
41166,Hillbilly with a Heartache,223,1994,14842,8
41167,It Only Takes One Bar (To Make a Prison),212,1993,14842,8
41168,If You Loved Me,201,1995,14842,8
41169,Sunday Morning Coming Down (1988 Version),236,1970,913,8
41170,I Hope Heaven Has a Honky Tonk,152,1991,14842,8
41171,Just You and Me,220,2000,14842,8
41172,"Renegades, Rebels and Rogues (Live)",177,1995,14842,8
41173,Different Man,205,1996,14842,8
41174,Till I'm Too Old To Die Young (1991 Recording),191,1991,15056,8
41175,Any Minute Now,179,1997,14842,8
41176,Somewhere Between the Moon and You,205,1996,14842,8
41177,In a Moment of Weakness,204,1997,14842,8
41178,Sticks and Stones (Acoustic Live Version),220,1995,14842,8
41179,I See It Now (Acoustic Live Version),215,1995,14842,8
41180,Can't Break It to My Heart (Live),316,1995,14842,8
41181,Wouldn't Be Gone,247,2025,157,8
41182,While You Sleep,183,1997,14842,8
41183,One Step Ahead of the Storm,179,1997,14842,8
41184,"Cry, Cry, Cry (1988 Version)",145,1955,913,8
41185,Speed of a Fool,202,1996,14842,8
41186,Life Don't Have to Be So Hard,193,2001,14842,8
41187,Goin' By The Book,199,1991,913,8
41188,From What We Give,195,1996,14842,8
41189,Lonely,188,2000,14842,8
41190,Getting Back Up,252,2001,14842,8
41191,It's Hard to Be an Outlaw,209,2001,14842,8
41192,Somebody Paints the Wall (Live),202,1995,14842,8
41193,Today's Lonely Fool (Acoustic Live Version),246,1995,14842,8
41194,Long Wet Kiss,167,2000,14842,8
41195,From the Inside Out,198,2000,14842,8
41196,What a Memory,267,2001,14842,8
41197,Meant to Be,199,2001,14842,8
41198,I Cheated Me Right Out of You (1991 Recording),183,1991,15056,8
41199,Livin' In Black and White,186,1997,14842,8
41200,Whole Lot of Lettin' Go,230,2001,14842,8
41201,That Was Us,200,2001,14842,8
41202,If the Good Die Young (Live),251,1995,14842,8
41203,Runnin' Behind (Acoustic Live Version),220,1995,14842,8
41204,Unforgiven,227,2000,14842,8
41205,Excitable Boy,176,1996,14842,8
41206,Steps,209,2000,14842,8
41207,I Threw the Rest Away (Acoustic Live Version),240,1995,14842,8
41208,The Holes That He Dug,183,2000,14842,8
41209,"The Wanderer (feat. Johnny Cash) [From “Faraway, So Close!” Soundtrack]",316,1991,45,8
41210,Crawlin' Again,171,2001,14842,8
41211,The Man I Was,200,2000,14842,8
41212,From Here to Kingdom Come,223,2000,14842,8
41213,Up All Night,208,2000,14842,8
41214,She Loved the Devil Out of Me,192,2001,14842,8
41215,I Won All the Battles,219,2001,14842,8
41216,God's Green Earth,163,2001,14842,8
41217,It's Got You All Over It,180,2001,14842,8
41218,Awesome God,243,2007,15057,8
41219,Last of a Dyin' Breed,231,2012,119,8
41220,Don't Take Your Guns To Town (1988 Version),178,1988,913,8
41221,Blue (Da Ba Dee),207,2000,10035,8
41222,Blue Train (1988 Version),124,1962,913,8
41223,It's a Cheating Situation (1991 Recording),158,1991,15056,8
41224,Guess Things Happen That Way (1988 Version),105,1958,913,8
41225,"Baby's Got a Hold On Me (Live at The Red Deer Fine Arts Center, Canada, 1991)",184,1991,14299,8
41226,A Thing Called Love (1988 Version),137,1988,913,8
41227,"Eggs, Toast, Grits and Bacon",230,2002,15058,8
41228,Ballad Of Ira Hayes (1988 Version),173,1964,913,8
41229,I Still Miss Someone (1988 Version),179,1958,913,8
41230,Long Black Veil (1988 Version),195,1959,913,8
41231,Five Feet High and Rising (1988 Version),102,1959,913,8
41232,Deep Dark Water,176,2002,15058,8
41233,"Take Me Home, Country Roads (Live In New Orleans, 1991)",334,1992,15059,8
41234,"Fishin' in the Dark (Live in Alberta, Canada 1991)",206,1991,14299,8
41235,To the Wild Country (1990 Re-Recording),255,1990,3694,8
41236,Blame It On Texas,171,1990,3624,8
41237,Straight Tequila Night,174,1991,1744,8
41238,Xxx's and Ooo's (An American Girl),167,1995,3591,8
41239,I'm Alright,195,1998,14856,8
41240,Gonna Get a Life (Single Version),223,1996,3624,8
41241,Wink,162,1994,14888,8
41242,Born Country,197,1991,15060,8
41243,A Broken Wing,215,1997,1069,8
41244,Heartland,138,1992,14209,8
41245,I'm Gonna Be Somebody,244,1990,1151,8
41246,Nothin' But the Taillights,233,1997,14977,8
41247,Like the Rain,261,1996,14977,8
41248,That Ain't No Way to Go,217,1993,1729,8
41249,Live Until I Die,169,1993,3803,8
41250,How Was I to Know,221,1996,1803,8
41251,What Part of No,166,1992,15000,8
41252,Lesson In Leavin',219,1998,14856,8
41253,No Place That Far,217,1998,14835,8
41254,Who's Cheatin' Who,241,1996,1730,8
41255,The Whiskey Ain't Workin' (feat. Marty Stuart),159,1991,1151,8
41256,If I Didn't Have You,186,2002,2066,8
41257,Vidalia,201,1996,1796,8
41258,Fall In Love,156,1995,297,8
41259,I Let Her Lie,178,1995,3909,8
41260,Whatcha Gonna Do With a Cowboy,154,1992,15061,8
41261,Wanted,177,1990,1730,8
41262,Don't Take Her She's All I Got,208,1996,14543,8
41263,Gone Country,260,1994,1730,8
41264,Chasin' That Neon Rainbow,185,1990,1730,8
41265,Here In the Real World,216,1990,1730,8
41266,No Doubt About It,227,1993,14888,8
41267,Some Girls Do,193,1992,14941,8
41268,Nobody Knows,206,1996,15062,8
41269,Born Country,197,1991,15060,8
41270,Dream Walkin',235,1997,13958,8
41271,Put Yourself In My Shoes,196,1990,14977,8
