usuario_id,musica_id,contagem
389,17785,100
862,30170,58
985,34373,83
575,6751,41
749,12339,86
1553,40069,47
500,47370,27
617,45981,81
1852,44718,75
1832,37908,62
33,13154,32
203,42839,95
62,44647,57
33,4603,21
1323,49486,90
736,49260,87
160,7179,78
1737,47276,15
524,5561,35
1664,44827,1
207,2750,95
763,48921,30
688,20506,98
966,22560,60
648,18013,3
1489,21072,92
237,16558,6
507,6101,95
1177,16911,48
1718,32711,22
734,29867,91
457,15872,36
1173,20977,87
184,39142,83
36,33461,43
822,999,11
1024,14461,9
664,4585,62
1192,47860,63
1387,19316,52
173,34698,71
917,15992,45
1154,8253,100
1163,35608,33
1903,40225,60
415,28012,20
1425,658,60
1369,24469,46
1919,17212,26
1436,22438,71
1060,15771,55
417,14779,95
521,22076,30
994,35110,80
74,31584,57
907,34807,49
1806,40474,85
593,27406,84
1968,8494,73
1575,458,52
1910,11172,74
1220,40848,95
1007,44931,43
1072,21216,65
1640,35410,56
1826,49910,42
1265,28933,62
76,43378,91
834,39504,50
886,23354,85
1963,48591,32
641,4260,24
1962,2456,26
1681,6198,2
835,17170,70
481,12094,18
1321,30716,10
1457,30085,57
748,47778,49
1453,4357,84
862,1207,33
346,44142,64
1100,22493,32
662,42370,86
296,31461,16
277,15790,97
187,31465,69
1873,23406,71
988,29898,42
504,30775,100
206,23358,49
367,25108,60
1941,31603,15
1197,3671,70
516,10804,85
531,33159,39
1082,36709,84
1454,32882,72
57,25610,91
1294,49435,66
12,37773,17
926,41779,24
852,7091,63
844,42448,83
805,9571,89
1489,13691,8
1186,22621,92
1831,15268,10
1443,42051,33
1343,33846,55
1001,21312,65
648,1877,27
1639,4559,83
1885,42488,48
1079,40520,9
1967,20415,73
144,23079,43
1587,40902,20
1009,6509,14
457,3236,90
896,40821,55
1673,1220,82
109,49296,30
837,29201,84
690,2316,71
459,49846,11
1982,32144,43
139,40619,33
688,12595,10
673,37075,22
1349,544,54
954,26036,61
1156,41871,21
409,11440,61
1111,15916,27
671,46955,59
1532,49536,52
1190,7780,92
400,47633,66
1831,28974,19
181,38938,34
1792,32209,49
1349,22577,28
1332,8404,39
1721,36643,83
1651,48417,22
146,42592,38
699,32212,78
1660,27677,20
1129,31279,85
807,6553,56
1941,16079,57
1475,46448,81
688,32780,73
51,43193,57
1626,13927,82
1503,13772,56
1938,30160,32
1308,16589,82
1028,42752,90
1735,41703,83
598,20097,90
824,12194,50
1476,20624,96
1684,37792,14
794,6049,96
309,46231,83
633,49906,79
1257,40439,81
1802,23287,15
517,13870,27
756,43147,69
73,31799,45
830,33112,49
80,36887,84
714,44611,21
1064,25085,9
354,9686,9
1206,8066,61
1888,23194,76
142,35138,93
1419,45792,44
673,31233,93
1130,12292,85
1904,22959,45
1158,48490,86
495,12927,49
1932,22103,81
382,39978,17
1655,31226,24
872,45611,33
1162,39117,15
878,15313,53
294,2065,44
680,23252,79
895,35049,60
420,6710,26
764,6253,70
482,45688,58
42,7193,30
892,20186,39
1495,26379,63
432,43625,36
952,36701,8
1319,22629,12
795,559,94
1428,1881,40
1082,42387,19
1850,35595,7
476,21231,29
855,19510,28
264,40265,24
139,29438,3
509,23123,100
419,25019,91
126,35629,93
948,21513,36
659,7879,95
1651,20283,98
98,1620,60
247,19199,23
822,36340,60
1944,9511,42
1976,35816,48
1676,32715,99
1283,19899,18
1953,15117,57
1694,2849,50
513,4616,22
349,45299,48
1966,6178,33
810,19133,7
459,21262,72
390,430,78
1979,34867,68
1340,21304,86
1436,38825,42
395,3900,99
524,41536,36
555,13471,64
1808,29825,11
635,31780,41
1,18500,64
1753,13680,72
1348,18982,38
109,39958,10
362,48181,45
1726,39804,38
1374,37224,75
1584,42031,99
1838,9673,94
801,35626,30
1050,37281,71
1868,36384,59
1688,809,88
1749,6601,30
927,29077,43
1254,25263,68
506,35064,78
280,46106,5
1773,22671,65
1894,43413,88
953,30094,71
136,34548,18
1919,38146,84
335,45753,22
1641,9262,25
1962,28356,22
241,10226,9
1330,23365,30
1573,32312,90
374,39183,25
994,35002,10
311,22489,61
1291,20132,70
404,38562,15
1373,24814,39
679,46833,39
1211,18505,74
1807,43929,2
592,27441,24
1167,2114,21
968,47087,12
1796,18894,27
1705,29636,84
137,4260,42
905,1575,70
31,42298,90
633,1218,50
86,7623,84
350,28385,4
1536,9439,44
1780,38712,18
390,21780,33
122,21245,67
1655,3440,24
344,44605,9
1681,789,61
577,3986,35
377,15227,98
175,24844,82
406,40804,28
1427,3777,59
1937,34416,54
223,1178,13
720,33006,74
515,4414,42
1029,1634,42
373,19264,72
651,30335,29
1785,47640,57
1234,16152,32
783,36386,98
452,47922,1
860,30187,23
661,24582,15
406,49828,96
1786,37113,59
387,31268,26
1323,44982,59
598,4600,34
912,41467,18
44,1567,18
457,22552,67
1464,10316,85
1043,28424,92
904,37536,5
1113,42544,18
1202,14739,13
1685,6081,30
1988,9543,6
1477,24407,85
929,2374,86
1573,34824,93
1645,47022,53
2000,33052,37
616,48457,15
876,35639,17
995,29165,40
1271,17339,82
597,13,92
766,15179,24
468,28384,84
663,7336,70
118,42171,80
1605,7771,73
1030,20285,61
434,21189,57
179,14770,70
1174,9140,74
1270,25944,49
1213,45257,32
650,24417,9
1110,4645,37
1192,3785,98
334,46803,81
1608,15903,78
1559,39373,66
1993,42936,20
1103,46346,9
1417,32918,7
655,791,54
119,37112,80
771,13021,69
1006,11546,54
1595,6943,94
981,42360,71
1604,28243,52
81,30883,54
920,18445,35
833,14116,84
1643,45170,29
1104,41010,18
1903,26526,60
1861,46997,77
1747,27733,21
814,39276,8
314,17729,26
35,40582,41
1294,4338,56
1320,10423,70
312,20037,93
420,40797,100
627,37563,23
1223,49464,9
1275,5017,60
39,26113,23
833,27766,91
890,10954,60
594,35319,100
825,2962,48
1550,30112,88
951,17941,12
469,45840,51
796,33057,85
654,18319,96
1919,15500,63
525,20617,16
1979,11471,83
1427,3916,24
1652,3117,18
1494,4111,10
1956,13241,26
1361,5805,82
881,42826,9
1104,27456,87
1541,20069,86
1897,37474,81
1525,35936,52
385,44976,97
951,16444,28
757,32308,17
755,13094,66
1311,103,47
834,7828,83
704,33493,15
1739,23239,50
1748,29467,10
924,47457,46
1726,38620,39
395,14109,23
1646,16478,62
393,42606,19
1462,4185,85
902,34961,11
129,13213,19
951,42797,5
1573,11988,29
1155,41669,10
59,49491,54
1272,40973,91
712,12549,51
1874,18424,34
1200,43640,38
1857,14564,31
1157,16557,46
1705,9366,46
1094,3762,19
1062,28278,35
101,42818,10
677,33039,27
1109,956,23
942,32721,28
1209,36140,77
1055,49263,49
1015,30033,14
1427,1303,48
352,31027,36
405,27032,31
573,1050,42
113,20425,41
1901,33065,54
135,34156,7
996,34897,72
1597,39753,70
174,40696,76
1645,35512,16
108,49491,34
1328,16785,55
633,15189,49
51,21282,28
1871,11303,1
1428,41326,25
1621,27192,23
1831,9398,50
803,40126,87
1366,35854,93
839,22922,61
478,33872,78
1923,50020,62
744,2447,67
466,2629,46
1055,45066,51
866,28543,29
1941,26401,90
1561,12632,13
58,47671,26
1672,8443,27
660,26880,74
1366,48527,35
171,5907,28
1865,3825,75
184,45967,88
1789,37221,6
654,44017,43
1121,5862,6
1046,29438,60
1657,47240,98
1788,6072,4
522,25302,89
1445,47170,47
1263,4131,70
1368,8465,17
1269,10174,71
743,22969,51
1864,14706,65
1031,36132,69
705,44007,38
1425,41685,100
548,32037,95
799,26597,64
1003,14262,19
568,32112,26
1035,42973,32
195,6903,89
666,44748,3
1298,49545,80
250,37491,54
1820,270,64
746,37973,26
1696,49290,49
1760,420,94
606,11429,3
721,17983,34
979,44895,62
1119,5618,45
253,35104,97
107,21644,28
1907,40726,53
1609,4500,6
145,11974,45
1378,45892,15
789,38776,13
324,45737,3
1758,9428,62
1199,268,3
1231,25607,30
1801,14081,61
935,21726,100
1897,16857,19
1527,11873,35
1648,22234,23
1131,22903,14
194,43408,19
1790,28753,49
1283,15196,32
1465,26743,68
33,32323,36
819,43233,33
1000,33882,60
188,19917,4
1570,44926,26
1250,36855,73
1052,257,51
1736,1602,52
1476,11364,69
659,30511,4
63,20148,44
962,34144,1
417,30110,23
441,15172,19
1147,3754,38
1218,43501,69
134,20649,60
616,3997,42
185,15398,93
1333,48260,82
53,8603,89
837,41609,46
1608,31676,90
1972,792,12
1917,44444,34
1334,4877,65
491,17863,82
727,17595,48
156,32938,55
122,42827,66
1185,33732,47
1625,26587,62
1451,5624,3
1634,36304,39
1267,3880,21
1976,18751,9
1735,34346,67
1783,2097,51
1637,46093,93
1090,41219,81
1731,2659,19
403,47480,8
1447,8608,36
1396,47967,91
514,12092,75
288,2704,40
1258,10959,16
622,7080,81
1817,9587,33
1850,18232,98
1885,4167,35
1017,45297,8
1927,25203,8
64,29231,63
1534,49602,1
651,40581,77
771,6420,63
542,19377,43
1956,35742,11
548,46795,39
1760,13032,53
1070,36674,31
1922,40445,55
1046,4637,37
766,47212,46
1812,48493,70
1185,29945,30
624,33306,73
294,38067,96
1686,44841,88
1906,33036,41
1887,13009,41
1428,24305,85
1696,28943,76
1090,7328,80
367,24323,36
1792,13445,9
143,47819,83
1195,40531,95
848,16220,3
1041,48580,19
1181,18729,88
658,14008,54
170,12971,85
1577,38185,27
656,33913,89
97,12404,4
61,15181,88
1179,47677,86
3,31069,20
1650,28300,84
1306,27912,25
556,700,54
954,37001,18
1417,8294,17
1057,15136,48
1839,4045,36
1144,28976,25
634,43736,27
1033,10373,39
28,5067,91
892,22438,82
845,33162,24
659,10516,54
1034,25172,13
1422,9311,47
597,11396,45
664,39425,88
782,40757,58
606,45041,60
851,42326,73
845,2611,96
135,11960,94
634,18239,26
1385,17592,17
265,32477,10
835,38856,35
1751,43155,38
1876,44962,27
243,2214,45
1098,42855,8
1440,32320,86
1985,49922,88
181,43625,16
452,14905,36
1199,28531,14
1747,15801,2
1925,30979,5
244,5386,19
850,18487,52
188,12151,52
625,14021,58
1200,6482,89
317,26485,1
309,33000,84
599,46146,66
1436,11081,44
452,22214,14
1395,44799,1
1851,29183,1
209,43448,100
624,22826,52
25,46223,28
456,47104,100
1784,37973,89
664,38513,12
670,27400,17
297,14766,13
1555,35501,12
74,23901,99
648,15325,100
160,26761,29
334,24687,14
1724,46519,85
240,13302,76
747,37633,34
401,24810,71
274,27886,56
60,22009,65
301,49284,92
1296,39831,63
1073,11388,64
874,20270,90
326,3489,2
46,25812,1
1463,27577,32
315,35644,63
1293,29455,17
657,25822,99
1236,43767,27
1536,5464,70
620,32862,70
729,19602,59
1074,18105,23
1348,49942,21
609,42846,8
1100,44395,26
1450,32219,20
1943,11790,40
140,8042,36
426,28684,1
681,1139,73
531,15943,46
285,23674,87
1860,22070,24
687,48476,36
1336,19910,93
1955,6072,78
1209,17105,7
99,36901,17
273,27461,30
901,9687,51
1003,26876,76
1286,17299,86
595,16937,59
1847,30900,55
552,26128,50
528,29873,62
357,31589,60
160,15196,34
1862,22026,73
858,3194,27
1659,18017,31
705,11041,40
448,8768,44
1728,20194,21
601,9243,99
665,26711,51
1815,28611,23
362,36293,24
8,17656,10
1761,21466,77
150,31444,64
221,24749,36
722,34386,17
1827,13322,98
1244,6490,98
1298,24545,47
356,771,13
714,20286,46
629,10996,80
893,239,46
1320,21871,57
823,25519,5
1704,28568,36
538,40600,3
1813,25328,23
633,17425,29
471,28360,25
558,7276,92
28,32457,20
931,39570,40
1207,20055,44
1784,44641,56
101,37491,1
1925,24808,33
1809,15038,63
440,44942,95
1384,25048,86
1842,16308,32
1685,25078,23
477,40685,51
1661,8127,67
717,1131,29
460,36672,29
694,40937,55
547,2354,59
965,21558,50
1191,17227,81
872,12576,25
893,8186,99
861,13726,81
559,25386,28
731,26543,42
1560,27862,65
1319,952,12
48,6118,82
846,35756,28
744,46137,39
1614,2870,21
341,7288,60
741,11965,36
45,5788,5
121,42402,20
530,6084,94
240,8984,28
556,45107,29
1108,40044,37
1613,1063,34
276,22665,16
866,46640,56
677,2879,9
336,16269,73
698,18400,44
880,19126,70
451,12066,47
855,46692,44
287,27796,50
1220,23336,6
379,22058,53
696,38937,74
1322,17407,97
821,49636,77
1185,36027,64
711,5496,50
5,18400,37
546,46520,4
290,25311,59
1802,39048,9
1368,49484,26
1914,37251,10
958,36646,40
256,37025,7
1546,30289,32
1621,27796,93
174,4493,44
1029,13514,25
1683,45523,75
1580,5496,2
339,48743,88
633,10793,58
1354,21987,52
316,34598,65
744,46751,82
335,34774,13
1029,24949,38
1842,11650,60
1014,38945,27
36,46268,67
1790,14961,44
532,9348,59
324,34150,15
1710,8235,90
1914,40286,91
962,33148,13
103,35487,57
585,15812,14
961,35009,39
1834,26256,92
1254,28020,82
1465,40308,37
1639,48466,54
1308,39251,7
1443,16284,15
501,7714,11
150,10857,29
545,34041,45
1,5883,67
1084,13607,77
1954,35030,38
33,25781,43
449,27880,49
1589,22658,57
849,20771,77
1247,8656,23
600,24871,75
1810,32693,58
141,15642,72
7,17161,78
704,19795,80
640,9953,4
580,26417,37
479,49882,83
502,48398,5
459,19799,22
1320,50020,25
967,1478,76
928,648,18
483,17986,35
867,12484,44
1655,39387,10
417,34624,70
1991,30224,33
1357,21065,95
621,48389,81
699,20817,66
1584,22445,91
1612,45203,41
643,105,73
91,14103,3
803,47926,73
1307,14785,62
300,44119,40
1926,14228,16
93,47860,38
676,1349,81
361,8940,15
683,45600,91
1986,48890,44
1301,48918,46
1068,17588,96
295,7311,23
1401,9007,45
1254,11737,47
551,47956,44
275,32746,24
50,10607,60
152,31487,77
1978,22972,25
1994,22102,13
1375,38604,26
1791,24875,32
1638,13375,66
306,33590,77
255,6524,63
491,43649,60
1156,4593,39
302,27325,47
1826,46522,97
1040,7076,75
511,19086,83
782,9807,87
547,39593,43
163,27881,33
733,32895,83
1402,39630,48
1677,1875,79
1505,35223,51
1860,5053,3
24,48868,48
1259,43136,5
1043,36029,88
1161,47473,2
194,36482,18
758,47209,83
1904,8483,9
1588,47699,52
1379,42249,16
1619,37125,74
1335,31606,6
818,27680,43
1250,6815,9
1505,23623,23
758,12348,16
1223,41345,53
1183,38918,66
721,34564,73
299,19658,97
1928,30763,49
1740,40051,75
1707,1299,54
1652,36031,68
341,30625,86
363,5643,33
1702,2217,1
1722,10290,46
822,29599,29
128,6475,20
1634,27067,43
789,30541,6
289,12348,52
134,22071,100
1882,47945,25
1401,37619,34
451,37373,62
1905,12528,53
1465,28395,100
1420,6071,69
385,712,9
808,10763,77
1040,19686,59
1148,30282,43
1945,4822,31
870,29632,69
161,40497,41
412,49025,57
370,18906,67
1685,17528,62
739,22353,25
1837,42701,49
729,8563,15
1999,25183,99
368,43172,64
973,14102,32
1745,22102,11
557,3280,39
490,18137,69
143,21549,15
693,18653,5
30,46277,69
1343,2201,3
591,15386,2
747,11932,63
281,7857,8
1537,18426,47
1919,45674,12
1987,32257,41
1582,27615,53
518,33826,7
1507,47749,94
68,36736,86
932,14466,96
751,29321,66
878,2418,40
344,16601,7
1951,13980,75
559,49061,7
1802,25648,62
599,19929,86
997,6926,3
1641,25906,83
383,27652,76
801,17052,60
794,21376,97
1524,35835,68
424,33554,22
1231,22380,52
1532,14836,79
1389,46716,93
1633,25308,59
1778,49977,52
695,9929,42
1296,46674,42
1243,41217,77
1316,46041,28
108,12470,56
374,11089,18
399,14582,59
1972,48035,6
1490,23289,63
381,28405,12
65,6008,53
997,2547,82
1973,12063,97
915,3351,36
1265,29246,47
937,32516,87
1381,11897,80
429,15252,97
1755,11350,29
1034,22153,61
202,1895,17
421,22249,89
602,514,81
623,42037,54
656,5762,92
1273,581,20
429,27082,76
1678,14614,45
1257,23462,46
1826,13485,11
9,23833,86
287,19379,39
972,26657,76
1152,23009,14
1715,22568,39
973,3422,29
655,22643,26
80,10080,83
759,45274,33
1015,21056,45
1202,23096,82
168,2771,47
1099,12777,1
1722,48661,51
1436,7948,68
351,37293,91
4,49616,66
608,10804,75
1830,24578,73
1335,22472,12
1905,24481,55
1516,12066,86
1689,10263,25
650,14385,43
863,22068,24
1502,20636,92
1304,7095,6
99,3431,16
1376,44291,94
815,15328,32
139,22585,41
1887,11350,79
1286,6018,34
1198,25727,76
1524,32590,24
310,34079,1
728,42788,97
628,35237,66
725,47697,47
73,11102,29
539,17579,91
1414,31449,16
1697,29394,64
938,19023,33
955,19618,30
774,26771,26
868,14540,49
101,7519,52
299,1528,56
993,26997,41
1770,16154,96
1926,21135,36
962,34067,10
484,44153,13
1227,35937,73
196,37488,29
1907,40902,34
1833,20734,95
1622,8701,96
254,33156,73
1787,13644,9
1595,14834,79
1057,30756,32
564,34914,41
626,12633,99
124,9002,27
1104,36740,39
1826,13934,56
1430,31198,28
488,5835,21
27,39750,60
703,33862,7
1668,30884,75
631,28846,9
277,4107,38
869,49414,43
1903,3169,76
1401,29976,61
527,31305,43
432,20352,79
405,49676,11
275,29403,40
885,37226,37
1845,39636,83
583,45857,91
1210,16612,46
162,21191,73
1218,20052,84
1015,41302,83
1061,3074,6
332,8059,84
1484,11199,7
610,8114,15
789,5606,61
1739,33494,81
169,46049,80
1025,27069,33
783,27255,96
592,31661,8
1375,19435,28
1473,38314,78
746,1974,52
1736,33248,29
1291,11365,34
1512,6082,17
1803,5223,32
1492,10196,56
1654,18144,42
181,31089,22
632,38982,84
1604,47408,36
1684,30666,24
648,38033,29
1565,4771,84
1673,13926,84
903,48145,7
1469,15667,97
1554,32328,68
4,13788,99
1783,24706,65
1745,41314,37
843,26868,37
984,10618,90
690,24691,23
1507,26539,86
809,6122,9
1610,25785,94
137,19451,62
1254,33400,9
1890,6538,49
531,11894,30
14,36840,99
735,2068,7
526,4893,10
414,33598,58
1586,25344,95
1348,6057,30
1494,9905,18
807,16366,94
1675,19547,9
1391,23030,37
555,3261,91
1180,28009,17
1951,31011,67
1493,29588,26
761,19608,86
1366,8793,63
434,37289,10
1476,38336,2
1273,45529,43
473,28556,90
166,27687,13
1944,22908,54
1419,36302,52
1454,44680,79
1076,10832,32
426,12712,1
1183,22034,40
1483,28274,8
1690,26800,48
297,24310,4
1928,1267,89
767,11189,44
1231,6655,12
221,4763,71
1391,46822,74
1492,17125,85
1988,1641,25
1420,39788,92
822,33216,69
380,33156,49
902,39200,88
1583,45403,19
1859,22222,79
1577,10030,75
1786,23336,17
1209,3000,91
977,799,13
421,37924,11
127,13038,51
1812,13155,71
693,48994,79
1787,22053,89
201,9458,15
1489,22186,55
1379,43719,78
1734,22085,51
1033,16725,8
1071,23997,84
1659,41392,81
1113,19991,27
1036,34210,34
378,39602,94
21,22886,11
1716,3226,84
149,28647,88
147,22906,74
614,33486,59
514,16819,14
1251,6792,70
893,7812,33
801,42303,93
548,4052,25
1733,37263,24
1059,20260,34
590,26529,14
1137,25173,76
1660,7891,26
564,30648,51
1782,22142,59
1909,15141,95
116,26107,4
683,4626,54
1287,1256,46
957,26317,44
1665,3211,46
1271,7774,61
1709,12376,64
1243,21380,11
396,5359,81
1386,47416,25
741,33547,54
1737,32368,27
1488,23107,31
1180,38699,10
862,9596,71
1378,5029,10
791,21471,13
1778,15454,15
1047,19050,61
730,14288,72
1566,23321,54
329,5324,57
1169,49742,90
1228,39339,27
626,31967,77
921,2497,6
1465,36453,48
1089,41424,36
1629,23004,60
745,47713,85
263,4803,24
367,2818,71
894,49394,79
543,35980,26
1345,2836,11
948,1748,33
347,43233,48
96,14122,97
130,47863,73
490,17116,59
1214,2999,82
1775,20678,69
393,40991,66
1785,21215,53
723,24399,2
642,37657,83
294,49338,25
632,40988,30
1519,41726,64
153,45493,69
1194,18326,23
87,12981,59
331,11524,24
7,39715,28
1850,48496,26
1670,14053,14
69,43204,77
208,22325,25
292,36637,15
565,12401,58
1882,42479,23
1269,15936,31
1479,29453,9
1636,43605,46
711,45133,22
372,10480,14
12,27578,31
1897,27257,19
1826,32717,22
1953,42364,25
735,46006,39
667,37301,16
491,47734,26
1045,40743,49
1208,30251,98
1512,7354,92
273,46447,88
562,36910,70
1858,22760,51
1879,48725,34
1546,41001,23
1065,42608,24
474,221,45
720,27944,87
1186,20175,19
474,37857,54
390,20062,2
134,15308,75
255,9130,11
1703,23599,65
915,24643,55
1759,1798,6
1934,26987,95
330,46144,37
1849,4016,92
1687,48670,82
184,42275,28
1846,6499,55
1415,15882,66
782,41968,4
658,50046,60
1498,30280,68
465,5650,88
605,39932,78
1337,24206,100
762,37297,60
1365,10262,37
645,46368,96
659,31024,8
1262,29666,67
257,726,100
699,31299,66
1410,45890,60
64,16461,12
595,40827,33
1152,19354,56
1251,14293,79
631,24207,5
1987,6474,46
29,23250,40
1425,12844,62
1059,20406,98
1253,30137,60
1025,32426,92
1994,2577,5
698,33260,20
1745,12724,70
187,49746,94
687,49623,73
1591,43367,82
1329,47252,80
463,14357,19
1906,32841,68
1566,18764,9
51,11773,58
15,21298,33
960,17601,15
1886,5199,78
247,30655,6
1130,46518,27
190,44350,89
425,3245,75
719,34947,38
1719,10620,76
1281,1930,20
1491,47101,43
1938,47876,19
1784,35425,92
798,29839,60
1970,11811,78
1541,20502,53
312,36090,1
807,18554,24
1874,2454,57
1612,35465,19
1612,34179,16
402,38141,75
628,33090,62
404,13473,33
1511,37743,41
225,44900,2
283,14486,80
843,5891,5
742,16395,57
1154,12836,1
1201,19316,86
729,36121,13
1032,29040,85
794,18364,54
1228,31202,50
532,1017,66
284,39453,73
1863,21322,78
1397,18163,78
1935,47896,88
1790,7661,37
416,35558,44
765,46326,12
170,30304,54
1707,20208,67
1307,9437,43
522,28794,3
1867,26891,44
367,1036,1
1329,6699,19
1829,1914,8
488,24979,50
560,6788,4
1611,41547,83
1126,18346,83
1590,35542,65
1343,22537,42
343,5373,51
1264,33550,67
1346,31374,91
1713,43089,7
1071,47803,53
1531,16929,25
1257,23326,51
1474,37023,84
1855,29558,51
118,26875,66
1517,40780,33
1948,17223,21
56,27786,36
623,19517,58
990,14978,100
388,27190,23
1159,29042,79
1250,23297,65
1026,41826,37
637,28436,31
208,39861,53
323,45559,2
428,5015,11
461,5132,88
1233,18363,41
1741,25188,23
1970,49821,94
1288,36025,11
140,30080,88
1350,47866,19
1517,41767,37
1261,23363,24
1437,27117,47
1272,2134,45
461,14801,85
290,44712,81
1966,9099,41
1775,21500,44
1193,43418,69
1206,35312,61
345,30056,82
103,44582,62
630,37280,75
1817,44133,49
578,9230,82
1093,26016,6
1431,24258,3
486,46618,50
390,47357,96
1442,21666,1
1086,21884,70
1669,46247,84
543,35970,51
545,13694,61
1858,14100,29
1740,48427,99
1107,13821,47
610,41567,68
1257,48341,23
1978,29852,80
1048,1533,31
332,31820,8
140,26704,74
939,36231,7
728,12179,29
922,38993,19
1564,42096,72
1549,27596,54
1956,2949,90
127,26863,77
1950,3336,15
1260,14337,19
986,43781,54
723,7156,48
538,3020,78
111,44745,75
904,1291,67
1316,16996,19
1790,14942,79
773,11984,16
346,27358,89
202,34586,11
1123,38233,68
962,2662,56
157,18863,54
611,48376,74
40,38095,41
299,22392,1
584,5543,42
1719,30340,75
1065,7561,48
1602,33574,65
1659,36718,100
1447,17540,79
704,10830,35
681,45129,1
1045,41040,79
74,23097,28
1311,33980,1
1582,21115,21
896,13945,85
505,46773,73
73,45724,41
180,686,32
226,13650,78
730,17110,53
1071,47863,90
1521,21940,24
1782,3121,39
1013,25106,93
728,43286,90
1610,46334,60
1734,48087,17
731,26210,69
584,24435,53
258,4472,70
412,19977,59
1108,14094,1
1849,11891,18
798,18449,63
1033,12070,49
383,18613,49
1372,30208,41
1465,20971,76
1122,32042,88
250,45387,38
551,27324,43
1130,49651,95
765,27015,84
739,7404,66
1447,32656,77
473,10583,83
1380,669,17
614,43952,30
1594,10612,12
1010,23937,72
154,23321,7
12,15751,71
558,14401,48
1826,3853,52
230,27109,78
98,47264,74
1004,28468,20
1167,45662,77
1274,17056,98
722,34664,38
1770,10438,77
603,8627,33
1708,37057,50
1751,22290,83
1313,36232,26
1754,31256,80
1409,13613,98
1285,44899,14
1441,22343,75
622,49960,32
874,43092,3
167,10249,34
1093,29217,70
1560,46954,61
1224,45562,73
1909,40630,96
133,15670,87
1176,49783,14
725,31039,42
1115,44428,95
731,43219,77
1740,48244,41
817,34679,30
1662,31868,12
1528,11861,8
1576,26398,87
1610,42474,57
853,6864,11
319,35945,90
1740,36028,24
602,21867,63
1879,10239,50
1966,49078,99
151,25162,67
50,48839,20
1357,35199,59
764,40760,44
1239,29214,9
1435,31946,63
78,32917,68
682,40440,62
349,32990,59
294,39271,8
1274,32448,15
502,31186,64
917,33283,80
1991,25379,27
1424,12371,34
1465,39598,65
707,1281,93
190,48658,56
1522,1117,40
643,42567,64
1447,13833,31
573,7668,45
1679,34025,11
1488,29717,37
1529,19471,20
748,49456,62
283,11016,64
697,28016,90
978,25107,39
1126,43932,14
121,12165,51
541,11609,77
882,18250,60
1253,4307,83
57,21813,54
1000,49550,24
1155,35096,52
997,44911,90
480,9051,65
328,45348,46
154,15458,55
1034,27444,93
477,21249,88
808,40799,90
1269,38516,13
814,5047,100
804,28436,15
852,1882,51
1291,4445,26
1043,46381,86
397,23808,32
811,35146,35
1011,30250,40
344,16368,48
1976,37615,77
917,45640,77
35,40917,49
401,10019,82
1081,39181,23
1785,45314,1
862,24013,73
242,37276,20
1466,14869,26
612,10611,42
128,45739,32
162,40800,68
260,43664,64
711,13111,42
31,46436,71
1698,10049,12
175,24527,87
98,16653,94
1751,31257,1
1209,9100,24
501,12827,83
147,43931,41
1319,44347,55
457,46065,80
90,47012,39
466,8126,12
1897,9342,18
1256,5449,40
1033,27852,100
36,9693,98
321,17383,88
1011,18156,87
68,46968,80
495,12190,11
767,41100,68
1391,31741,59
1581,4420,50
511,18380,52
1730,23215,92
837,12932,28
1223,26535,18
1092,14721,23
1651,8549,95
879,24307,81
1208,1044,48
1270,19426,26
280,8520,53
442,13037,48
1880,45996,93
34,5751,34
1334,27285,61
259,11802,38
544,46383,31
103,31334,6
1960,27099,32
660,29778,92
367,42388,95
801,35183,80
1019,10275,1
1354,15054,26
1580,9280,10
1119,36746,98
1110,42880,15
860,22664,27
1467,49868,39
1765,1169,51
394,3692,23
747,15372,28
1847,29022,2
1800,14421,61
1559,1066,98
209,884,68
1433,18832,69
1214,23117,14
1971,11109,67
981,35326,18
1531,4798,43
490,12596,26
681,21815,2
623,49102,37
811,40457,97
579,21246,58
1049,37454,90
1514,3273,2
803,7329,87
378,28849,59
640,5970,32
956,12342,65
1992,49696,42
183,37568,53
174,49708,17
1288,15062,99
24,16885,52
1462,12348,98
1687,8073,27
146,18928,83
1734,14964,66
1386,12616,89
1635,6924,23
911,2348,54
1809,20057,6
1189,45494,1
224,10719,10
561,47883,28
1960,24785,54
589,43433,95
907,40831,60
1500,2812,86
1507,26032,93
1447,47973,88
856,11852,54
755,7678,67
1946,39365,19
1582,19747,77
1759,43090,12
1138,3298,49
1064,120,41
77,12532,77
309,27711,94
1550,31687,46
1433,40548,34
951,16181,37
747,8181,69
1504,46907,76
1332,23329,96
1543,31700,29
1946,13645,91
1975,31359,16
1286,6359,31
1721,21197,1
107,29272,97
593,36260,22
1057,26078,39
1784,37618,53
1233,27891,74
244,11278,67
1515,37708,18
1110,19108,40
1244,799,89
845,36864,94
998,9503,98
424,43671,63
1043,27492,33
1698,42552,39
1482,40240,43
1472,23635,66
677,25145,42
1031,9880,58
1370,33120,95
375,18537,17
139,49200,100
1286,31580,85
1719,149,20
1522,24923,52
1929,37956,29
830,49179,13
1429,34527,8
1024,45705,69
297,6934,66
1417,47537,85
1039,34563,13
1718,12094,3
1024,23479,8
1044,47873,92
1945,4576,20
586,17281,50
765,31095,90
459,33300,8
944,1280,85
1947,11804,47
321,34945,73
607,5149,55
530,39501,64
699,5437,46
954,44847,60
285,36475,13
1181,28299,69
629,39494,82
